,id,screen_name,location,created_at,text,retweet_count,followers_count,language,friends_count,verified,title,category,content,date
558,558,hirunews,Colombo,2023-05-28 14:43:42+00:00,අසුපිනි ඇල්ල ජල යෝජනාව ගිනි ගැනීමට හේතුව දුම්වැටියක්,1,178509,si,73,FALSE,අසුපිණි ඇල්ල ව්‍යාපෘතියේ බට ගිනිගැනීමේ සිද්ධියට හේතුව දුම්වැටියක් - O/L 06 ක් අත්අඩංගුවට (වීඩියෝ),,සාමාන් පෙළ විභාගයට හෙට දිනයේදී පෙනී සිටීම නියමිතව පාසල් සිසුන් දෙනෙකු පොලිසිය විසින් අත්අඩංගුව ගැනීමේ පුවත අරණායක ප්රදේශයෙන් වාර්තා වුණා මෙම සිසුන් දෙනා පොලිසිය අත්අඩංගුව ගෙන තිබුණේ අරණනායක අසුපිනිඇල්ල ජල යෝජනා ක්රමය වෙනුවෙන් රැගෙන විත් තිබූ ජල නළ තොග ගිනිතැබීම සිද්ධිය සම්බන්ධ අදාළ යෝජනා ක්රමය පසුගිය සෙනසුරාදා ජනාධිපති රනිල් වික්රමසිංහ විසින් විවෘත කළ අතර ඊට දින දෙකක පෙර මෙම ජලනල තොග ගිනිගැනීම ලක්ව තිබුණාපසුව අනාවරණ වූයේ මෙම පාසල් සිසුන් පාසල් නිමවී පසු ජල නළ තොග ගබඩා කර තිබූ ස්ථානයට ගොස් දුම්පානය කර ඇති බව එහිදී ඉවත දැමූ ගිනිකූරක් නිසා මෙම ගින්න හටගෙන තිබූ බවට අනාවරණ වී තිබුණාඒ අනුව මෙම සිසුන් දෙනා අත්අඩංගුව ගත් අතර පසුව ඔවුන් මාවනැල්ල මහේස්ත්රාත්වරයා හමුවට ඉදිරිපත් කිරීමෙන් අනතුරුව ඇප මත මුදාහැර තිබෙනව අත්අඩංගුව ගත් සිසුන් දෙනා අරණායක ප්රදේශයේ ප්රසිද්ධ පාසලක සිසුන් බව පොලිසිය සඳහන් කළේ,"Sunday, 28 May 2023 - 19:17"
559,559,hirunews,Colombo,2023-05-28 14:29:49+00:00,අවසන් මහා තරගයට වැස්ස හරස් වෙයි වැඩි විස්තර,1,178509,si,73,FALSE,අයි.පී.එල් අවසන් මහා තරඟයට වර්ෂාවෙන් බාධා,,ඉන්දියාව ප්රිමියර්ලීග් තරඟාවලියේ මෙවර ශූරයින් තීරණය කෙරෙන අවසන් මහ තරඟ අද රාත්රි ට අහමදාබාද් හි ආරම්භ වීමට නියමිතව තිබූ අතර තරඟ වේ වන විට වර්ෂාවෙන් බාධා එල්ල වී තිබෙනව මෙම තරඟයේදී මහේන්ද්ර සිං දෝණි නායකත්වයෙන් යුත් චෙන්නායි සුපර් කින්ග්ස් කණ්ඩාය හාර්දික් පාණ්ඩ්යා නායකත්වයෙන් යුත් ගුජරාට් ටයිටන්ස් කණ්ඩාය තරඟ වඳිනවාඅවසන් මහාතරඟයට චෙන්නායි කණ්ඩාය සඳහා මතීෂ පතිරණ මහීෂ් තීක්ෂණ මෙන්ම ගුජරාට් කණ්ඩායමට දසුන් ශානක ක්රීඩා කිරීමට නියමිතයි තරඟාවලියේ නැඟී එන ක්රීඩකයා සම්මානය බොහෝ දුරට මතීෂ පතිරණට හිමිවනු ඇති බවටයි ක්රිකට් වාර්තා සඳහන් කරන්නේමෙවර අයිපීඑල් ශූරයන් ඉන්දියාව රුපියල් කෝටි ක මුදලක් පිරිනැමෙන අතර එහි වටිනා ශ්රී ලංකා මුදලින් රුපියල් කෝටි කට අධිකයි අනුශූරයන් ඉන්දියාව රුපියල් කෝටි ක මුදලක් පිරිනැමෙන අතර එහි වටිනා ශ්රී ලංකා මුදලින් රුපියල් කෝටි කට අධික වනවා,"Sunday, 28 May 2023 - 19:40"
560,560,hirunews,Colombo,2023-05-28 13:07:51+00:00,පෙම්වතියනි වරක් නොව දසවරක් සිතන්න,2,178509,si,73,FALSE,පෙම්වතියගේ ඡායාරූප අන්තර්ජාලයට මුදාහරින බවට තර්ජන කළ හමුදා සෙබළෙක් අත්අඩංගුවට,,තරුණියක නිරුවත ඡායාරූප අන්තර්ජාල මුදාහරින බව සහ පවුලේ අයට ලබාදෙන බව පවසා තර්ජන කල යුද හමුද සෙබළෙකු වාරියපොළ පොලීසිය විසින් අත්අඩංගුව ගෙන තිබෙනවාවාරියපොල ප්රදේශයේ තරුණියක සමඟ මෙම යුධ හමුද සෙබල ප්රේම සම්බන්ධ පවත්වා ඇති බව සඳහන් එම සම්බන්ධතාවය පවතින අවධියේ ඇය සමග ලිංගිකව එක් වන අවස්ථා වීඩියෝ ගත කිරීමට මෙම සෙබල පියවර ගෙන තිබෙනවාමෙම තරුණිය මොහු සමග ඇතිවූ විරසකයක් මත ප්රේම සම්බන්ධතාවය නැවැත්වීම අනතුරුව මෙලෙස තර්ජන කර ඇති බව පොලිසිය පවසන්නේ,"Sunday, 28 May 2023 - 15:06"
562,562,hirunews,Colombo,2023-05-28 11:54:11+00:00,අසල්වැසියාගේ පොළව සෙලවෙයි,0,178509,si,73,FALSE,උතුරුදිග ඉන්දියාවේ භූකම්පනයක්,,උතුරුදිග ඉන්දියාව නවදිල්ලි කලාපයට රික්ටර් මාපාංක ක භූකම්පන හටගෙන තිබෙනවාඑහි බලපෑ අසල්වැසි පන්ජාබ් සහ හර්යානා ප්රාන්තවලටද බලපෑමක් ඇති කර ඇති බව සඳහන්කෙසේ නමුත් භූකම්පනයෙන් සිදුවූ හානිය පිළිබඳ මෙතෙක් වාර්තා වාර්තා නොමැත,"Sunday, 28 May 2023 - 16:35"
563,563,hirunews,Colombo,2023-05-28 11:44:15+00:00,ආබාධයෙන් සුවය ලබමින් සිටින සුපිරි ක්‍රීඩක වනිඳු හසරංග ගැන ඇසෙන අලුත්ම කතාව වැඩි විස්තර,0,178509,si,73,FALSE,ආබාධයකට ලක් වූ වනිඳු හසරංගත් ඇෆ්ගනිස්තාන තරගාවලියට,,තරගාවලිය අතරතුර දී ආබාධ ලක් වූ වනිඳු හසරංග එළඹෙන ඇෆ්ගනිස්තාන සමඟ එක්දින ක්රිකට් තරගාවලියට සහභාගී වනු ඇති බව දැන ගන්නට ලැබෙනව විසින් වාර්තා කරන පරිදි ඇෆ්ගනිස්තාන සමඟ එළඹෙන ජුනි මස දා පටන් ආරම්භ වීමට නියමිත මෙම තරගාවලිය සඳහා නම් කළ ක්රීඩකයි දෙනෙකු යුත් ශ්රී ලංකා සංචිත වනිඳු හසරංගගේ නම ද ඇතුළත් කර තිබෙනවානමුත් මේ දින වල ක්රියාත්මක වන තරගාවලියේ මූලික වටයෙන් ම ඉවත විසි වූ කණ්ඩාය සමඟ සිටිය දී වනිඳු ආබාධ ලක් වූ බව මීට පෙර අණාවරණ වුනේ කෙසේ වෙතත් ඔහු මේ වන විට එම ආබාධ තත්වයෙන් සුවය ලබමින් සිටින අතර එළඹෙන තරගාවලියේ තරග එකක හෝ දෙකක ඔහුව සහභාගී කර ගැනීමේ අරමුණින් යුතු ව ඔහු මෙම සංචිත එක් කර ගෙන ඇති දැනගන්නට ලැබෙනව පසුගිය වසර කිහිපය මුළුල්ලේ ශ්රී ලංකා සීමිත පන්දුවාර කණ්ඩායමේ නිත්ය දඟපන්දු යවන්නා ලෙස වනිඳු මත වැඩි බර පැටවුණු අතර එළඹෙන ලෝක කුසලා සුදුසුකම් ලැබීමේ තරගාවලියේ දී ද ඔහුගේ අවශ්යතා කණ්ඩායමට ඉතා වැදගත් වනවා මේ පිළිබඳ අවධානය යොමු කර ඇති තේරීම කමිටු නිළදාරීන් විසින් ඔහුගේ කාර්ය කළමනාකරණ කිරීම වෙනුවෙන් විශේෂ වැඩ පිලිවලක් සැකසීමට ද පියවර ගෙන තිබෙනව,"Sunday, 28 May 2023 - 17:07"
564,564,hirunews,Colombo,2023-05-28 09:41:07+00:00,ලීසිං හා ණය වාරික ගෙවන්නන්ගේ සංගමය විරෝධතාවයක,0,178509,si,73,FALSE,ලීසිං හා ණය වාරික ගෙවන්නන්ගේ සංගමය විරෝධතාවයක,,ලීසිං වාරික නොගෙවූ වාහන අත්පත් කරගැනීමේදී ඊට වක්රාකාරයෙන් පොලිසිය සහාය නොදි යුතු බව පවසමින් ලීසිං හා ණය වාරික ගෙවන්න සංගමය කොටුව පොලිස් මූලස්ථාන ඉදිරිපිට ඊයේ විරෝධතාවක් සංවිධාන කර තිබුණාපොලිසිය එම විරෝධතාවයට ඉඩ ලබා නොදීමත් සමග නොසන්සුන් තත්ත්වයක් ඇති වුණා,"Sunday, 28 May 2023 - 15:02"
565,565,hirunews,Colombo,2023-05-28 09:09:55+00:00,චර්ම රෝගයක් පැතිරීම නිසා වයඹ පළාතෙට පිටට ගවයින් ප්‍රවාහනය අත්හිටුවයි,0,178509,si,73,FALSE,චර්ම රෝගයක් පැතිරීම නිසා වයඹ පළාතෙන් ගව ප්‍රවාහනය අත්හිටුවයි,,චර්ම රෝගය පැතිරී නිසා වයඹ පළාතෙන් ගව ප්රවාහන අත්හිටුවා තිබෙනව සත්ත්ව නිෂ්පාදන හා සෞඛ්ය දෙපාර්තමේන්තුවේ වයඹ පළාත් වැඩබල අධ්යක්ෂ බී සී එස් පෙරේරා සඳහන් කළේ කුරුණෑගල ප්රදේශ කිහිපයක ගවයින් අතර පැතිර යන සමේ ගැටිති රෝගය හේතුවෙ එම තීරණය ගත් බව,"Sunday, 28 May 2023 - 14:00"
566,566,hirunews,Colombo,2023-05-28 08:53:38+00:00,යතුරුපැදි සහ ත්‍රීරෝද රථවල ඉන්ධන කෝටාව ඉහළට කෝටාව වැඩි වෙන්නේ මෙහෙමයි,5,178509,si,73,FALSE,ලබන මාසයේදී යතුරුපැදි සහ ත්‍රිරෝද රථ සඳහා ඉන්ධන කෝටාව ඉහළට,,යතුරුපැදි සහ ත්රිරෝද රථ සඳහා ඉන්ධන කෝටා ලීටර දක්වා ඉහළ දැමීමට රජය තීරණය කර තිබෙනවාලබන මාසයේ පැවැත්වී නියමිත මීළඟ ඉන්ධන මිල සංශෝධනයේදී එම සහනය ජනතාවට හිමිව බව විදුලිබල හා බලශක්ති අමාත්ය කාංචන විජේසේකර පවසන්නේ යතුරුපැදි සහ ත්රිරෝද රථ සඳහා දැනට පවතින ලීටර ඉන්ධන කෝටා ලීටර දක්වා මෙලෙස වැඩි කිරීමට රජය තීරණය කර ඇති බව අමාත්යවරය වැඩිදුර සඳහන් කර සිටින්නේ,"Sunday, 28 May 2023 - 13:35"
567,567,hirunews,Colombo,2023-05-28 04:17:18+00:00,ලංකාව පෙනි පෙනී උඩු ගුවනේදී නතර වූ හදවත,4,178509,si,73,FALSE,කටුනායකට පැමිණෙමින් තිබූ යානයක සිටි මගියෙක් ජීවිතක්ෂයට,,ඕස්ට්රේලියාවේ මෙල්බර්න් නුවර සිට ශ්රී ලංකාවේ කටුනායක බලා පියාසර කරමින් තිබූ ගුවන යාන දී පුද්ගලයෙ මියගොස් තිබෙනව ඔහු යාපනයේ පදිංචි වයස අවුරුදු ක පුද්ගලයෙ බව සඳහන්හෘදයාබාධයක් හේතුවෙ ඔහු මෙලෙස මියගොස් තිබෙන බව වාර්තා වන්නේ,"Sunday, 28 May 2023 - 9:15"
568,568,hirunews,Colombo,2023-05-28 03:10:58+00:00,සුබ සිහින දිනවන කඩඉම හෙටින් ඇරඹේ බන්ධනාගාර රැදවියන් කටත් විභාග වරම්,1,178509,si,73,FALSE,සාමාන්‍ය පෙළ විභාගය හෙට ඇරඹේ (වීඩියෝ),,සාමාන් පෙළ විභාගය හෙට සිට ආරම්භවී නියමිතයි මෙවර සාමාන් පෙළ විභාගය විභාගය මධ්යස්ථාන කදී පැවැත්වෙන අතර ඉදිරිපත් අපේක්ෂක සංඛ්යාව හාරලක්ෂ හැත්තෑ දෙදහස් පන්සිය පනස් තුනක්එමෙන් ම බන්ධනාගාර රැදවිය දෙනෙකු ද මෙවර සාමාන් පෙළ විභාගය සඳහා පෙනී සිටීම නියමිත බව බන්ධනාගාර දෙපාර්තමේන්තුව සඳහන් කරන්නේවටරැක සහ වැලිකඩ බන්ධනාගාරවල රැඳවියන් පස්දෙනෙකු බැගින් ඊට ඇතුළත් ඔවුන් වෙනුවෙන් විභාග මධ්යස්ථාන පිහිටුවා ඇත්තේ නව මැගසින් බන්ධනාගාරයේයි මේ අතර විභාගයට මුහුණදෙන සිසුන් හට සමබර ආහාර වේල සහ සුව නින්දක ලබාදී වැදගත් බව ගාල්ල කරාපිටිය ශික්ෂණ රෝහලේ මනෝ වෛද්ය විශේෂඥ රූමි රූබන් පවසන්නේ,"Sunday, 28 May 2023 - 8:18"
569,569,hirunews,Colombo,2023-05-28 02:38:42+00:00,අවුරුදු දෙකක සමනළ පැටික්කී රාජාංගනයේ නිසල දියෙහි සැඟවී ගියාය,3,178509,si,73,FALSE,කුඩා දරුවෙක් දියේ ගිලී ජීවිතක්ෂයට,,රාජාංගනය යාය ප්රදේශයේ දී කුඩා දරුවෙක් දියේ ගිලී ජීවිතක්ෂ පත්ව තිබෙනවාරාජාංගනය ජලාශයේ ප්රධාන වාරි ඇලට වැටී මෙම දරුවා ජීවිතක්ෂ පත්ව ඇති බව සඳහන්මියගිය දරුවා වයස අවුරුදු මාස ක් පමණ වූ මලියදේවපුර තඹුත්තේගම ලිපිනයේ පදිංචි අයෙක බව වාර්තා වන්නේදරුවා දියේ ගිලී බරපතල තතත්වයෙන් රාජාංගනය රෝහලට ඇතුලත් කිරීමේදී මිය ගොස් ඇති බව තඹුත්තේගම පොලිසිය පවසන්නේ,"Sunday, 28 May 2023 - 7:46"
570,570,hirunews,Colombo,2023-05-28 02:30:09+00:00,කඩිමුඩියේ එන්න හදන ඩිජිටල් උප්පැන්න,3,178509,si,73,FALSE,ඩිජිටල් උප්පැන්න සහතිකය කඩිනමින් ලබා දීමට සැළසුම්,,ඩිජිටල් උප්පැන්න සහතිකය ඉතා ඉක්මනි නිකුත් කිරීමට අවශ්ය සැලසුම් සකස් කර ඇතැයි ස්වදේශ කටයුතු රාජ්ය අමාත්ය අශෝක ප්රියන්ත පවසනවාතාක්ෂණ අමාත්යාංශ සමඟ ඒකාබද්ධව මෙම වැඩසටහන ක්රියාත්මක කරන බව ඔහු පවසා සිටියේරාජ්ය අමාත්යවරය මේ බව ප්රකාශ කළේ පුත්තලම දිස්ත්රික්කයේ උප්පැන්න මරණ විවාහ සහතික නොමැති පුද්ගලයන් අදාල සහතික නිකුත් කිරීමේ ජංගම සේවාවට එක් වෙමින් අලුත ගමක අලුත රටක් ජාතික වැඩසටහනට සමගාමී ස්වදේශ කටයුතු රාජ්ය අමාත්යංශය සහ රෙජිස්ට්රාර් ජනරාල් දෙපාර්තමේන්තුව ඒකාබද්ධව උප්පැන්න මරණ සහ විවාහ සහතික නොමැති පුද්ගලයින් අදාල සහතික නිකුත් කිරීමේ ජංගම සේවාව දිවයින පුරා සියලු ප්රාදේශීය ලේකම් කාර්යාලවල ක්රියාත්මක බවද සඳහන්,"Sunday, 28 May 2023 - 7:21"
571,571,hirunews,Colombo,2023-05-28 00:59:23+00:00,බුදු දහමට අපහාස කළ නතාෂා රටින් පනිද්දි අත්අඩංගුවට,10,178509,si,73,FALSE,﻿බුදු දහමට අපහාස කළ නතාෂා අත්අඩංගුවට (වීඩියෝ),,බෞද්ධ දර්ශනයට සහ සංස්කෘතියට අගෞරවනීය ලෙස ප්රකාශකයක් සිදුකළා යැයි කියනු ලබන නතාෂා එදිරිසූරිය අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුව විසින් අද අළුයම අත්අඩංගුව ගෙන තිබෙනවාඒ මෙරටින් පිටවීම උත්සාහ කිරීමේදී කටුනායක බණ්ඩාරනායක ජාත්යන්තර ගුවන තොටුපළේදී යිඅත්අඩංගුවට ගත් සැකකාරි පරිඝණක අපරාධ විමර්ශන අංශය වෙත ඉදිරි විමර්ශන කටයුතු සඳහා බාර දී තිබෙනවාමෝඩාභිමානය නමි සංවිධානය කර තිබූ වැඩසටහනකදී ඇය විසින් සිදුකරනු ලැබූ ආන්දෝලනාත්මක ප්රකාශය සම්බන්ධ සමාජය තුල කතාබහක ඇති වී තිබූ අතර විවිධ පාර්ශවයන් විසින් එම ප්රකාශය සම්බන්ධ දැඩි විවේචනාත්මක මතයන් පළකරනු ලැබුවාඑමෙන්ම ඊයේ පස්වරුවේ පූජ්ය බලංගොඩ කස්සප හිමියන් විසින් ඇය කළ ප්රකාශය මත පදනම්ව ඇයව අත්අඩංගුව ගන්නා ලෙස පැමිණිල්ලක්ද පොලිස් මූලස්ථාන වෙත ඉදිරිපත් කර තිබෙනව,"Sunday, 28 May 2023 - 6:19"
572,572,hirunews,Colombo,2023-05-27 17:59:07+00:00,විශේෂ අවශ්‍යතා සහිත සිසුවෙකුට යතුරුපැදි ධාවකයින් පිරිසක් එකතු වී දුන් අපූරු උපන්දින තෑග්ග,2,178509,si,73,FALSE,විශේෂ අවශ්‍යතා සහිත දරුවෙකු වෙනුවෙන් අපූරු උපන්දින සැමරුමක්,,සෙමින් මනස වැඩෙන පපු සිදුරු ක් ඇති දරුවෙකු උපන් දිනය වෙනුවෙන් අපූරු කැප කිරීමක් කළ පිරිසක් ගැන රුවන්වැල්ල ප්රදේශයෙන් වාර්තා වුණාරුවන්වැල්ලේ ප්රදේශයේ පදිංචි කාවින්ද දෙව්මිණ නමැති දරුවා වයස අවුරුදු ක් ඔහුගේ මනස සෙමින් වැඩෙන අතර පපු සිදුරු තුනක් පිහිටා තිබෙනව එමෙන් හෘදයේ නහර හතරක් සිහින්ව පිහිටා ඇති දරුවා කථන ආබාදයකින් පෙළෙන විශේෂ අවශ්යතා සහිත දරුවෙක් ඔහු යතුරුපැදි සඳහා විශේෂ ඇල්මක් දක්වනවාඊයේ දෙව්මිණගේ දසවන උපන්දිනයයි අවශ්ය තෑග්ග කුමක්දැයි අම්මා විමසූ විට ඔහු පවසා තිබුණේ යතුරුපැදි ගොඩක් තමන්ට දකින්න ඇත්නම් එය මහත් සතුට ගෙන දෙනු ඇති බවයිඒ අනුව දෙව්මිණගේ මව ඒ පිළිබඳ සමාජ මාධ්යයේ සටහනක තබා තිබුණා දිවයින පුරා යතුරුපැදි ධාවක මෙම ඉල්ලීම දැක සංවේදී වුණේ දරුවෙකු පුංචිම දෙයකින් සතුටු වන බව දන්නා නිසාවෙන්ඒ අනුව යතුරුපැදිකරු කට වැඩි පිරිසක් තම යතුරුපැදි වලින්ම රුවන්වැල්ල නගරයට පැමිණ කේක් කපා දෙව්මිණ සමග උපන්දින සැමරුවා යතුරුපැදි ධාවක දරුවා සතුටු කරන්නට රුවන්වැල්ල පොලීසිය ලබා දුන්නේ ද නොමද සහයක්,"Saturday, 27 May 2023 - 23:22"
573,573,hirunews,Colombo,2023-05-27 16:36:00+00:00,පොසොන් පොහොය නිමිත්තෙන් ක්‍රියාත්මක විශේෂ දුම්රිය හා බස් සේවා මෙන්න,1,178509,si,73,FALSE,පොසොන් උත්සව සමයේ මගී ප්‍රවාහන කටයුතු වෙනුවෙන් විශේෂ වැඩපිළිවෙලක්,,මෙවර ජාතික පොසොන් උත්සවය මිහින්තලය අනුරාධපුර හා තන්තිරිමලය පුදබිම කේන්ද්ර කොටගෙන පැවැත්වීමටයි සියලු කටයුතු සූදානම් කර ඇත්තේ මෙවර පොසොන් උත්සවය සඳහා බැතිමතු විශාල පිරිසක් සහභාගි වනු ඇතැයි අපේක්ෂිතයිපොසොන් සතිය ඇරඹෙන්නේ ලබන වන දා සිට ජුනි මස වන දා දක්වායිමෙහි කාලය තුළ විශේෂ දුම්රිය ගමන් වාර කිහිපයක් යෙදවීම දුම්රිය දෙපාර්තමේන්තුව තීරණය කර තිබෙනව ඒ අනුව පිටකොටුවේ සිට අනුරාධපුර දක්වා දැනට පවතින දුම්රිය ගමන් වාර ට අමතර තවත් දුම්රිය ගමන් වාර ක් අලුතින් එක් කිරීමට නියමිතයිඒ අනුව ඒම ගමන් වාර ක් සහ යාමට ගමන් වාර ක් ලෙස එම ගමන් වාර යෙදවීම එම දෙපාර්තමේන්තුව තීරණය කර තිබෙනවාඑමෙන්ම මෙවර පොසොන් උත්සව සමයේ අතිරේක බස් රථ ක් යොදවා ඇතැයි ශ්රී ලංකා ගමනාගමන මණ්ඩල හා උතුරු මැද පළාත් මාර්ගස්ථ මගී ප්රවාහන අධිකාරිය පවසනව,"Saturday, 27 May 2023 - 21:57"
574,574,hirunews,Colombo,2023-05-27 15:06:25+00:00,අරගලේ හිටපු මෝඩ ගෑණියෙක් බුදු දහමට අපහාස කළ තවත් කතාවක්,2,178509,si,73,FALSE,මෝඩාභිමානයෙන් බුදු දහමට නිගරු වුණා ද ? - CIDයට පැමිණිලි (වීඩියෝ),,වර්තමානයේ සම්බුදු සසුන එල්ල වන බලපෑම් ඉහළ ගොස් ඇති බව ශ්රී දළදා මාලිගාවේ දියවඩන නිලමේ ප්රදීප නිලංග දෑල පවසනව බණ්ඩාරගම රේරුකාන ශ්රී වර්ධනාරාම විහාරස්ථානයේ පැවති උත්සව එක්වෙමිනුයි ඔහු මේ බව කියා සිටියේමේ අතර දිගින් දිග බුදු දහම එල්ල වන අපහාස වලට එරෙහි නීතිය ක්රියාත්මක කරන ලෙස ඉල්ලමි අස්ගිරි මහා විහාර පාර්ශවයේ පුත්තලම දිස්ත්රික් ප්රධාන සංඝනායක ශාස්ත්රපති පූජ්ය මිගෙට්ටුවත්තේ සුමිත්ත හිමියන් පොලිස්පතිවරයාට ලිපි යොමුකර තිබෙනවාජනාධිපතිවරයාට අග්රාමාත්යවරයාට නීතිපතිවරයාට බුද්ධ ශාසන අමාත්යාංශ ලේකම්වරයාට සහ බෞද්ධ කටයුතු කොමසාරිස්වරයා ද අදාළ ලිපියේ පිටපත යොමුකර ඇති බව සඳහන්එමෙන්ම මෝඩාභිමානය නමි සංවිධානය කර තිබූ වැඩසටහනක් සම්බන්ධ මේ දිනවල සමාජ මාධ්ය ඔස්සේ සංසරණ වන වීඩියෝව පිළිබ සොයා බලා විමර්ශන සිදුකරන බව බුද්ධ ශාසන ආගමික සහ සංස්කෘතික කටයුතු අමාත්ය විදුර වික්රමනායක පවසනවාඑම වීඩියෝ පටයෙන් බුදුදහම අගෞරව සිදුව බව පවසමින් පූජ්ය බලංගොඩ කස්සප හිමියන් ද පොලිස් මූලස්ථාන පැමිණිල්ලක ඉදිරිපත් කළාඑමෙන්ම අල්ලස දූෂණයට නාස්තියට එරෙහි පුරවැසි සංවිධානය ද මේ සම්බන්ධ අපරාධ පරීක්ෂණ දෙපාර්තමේන්තුවට පැමිණිල්ලක ඉදිරිපත් කර තිබෙනව,"Saturday, 27 May 2023 - 20:03"
575,575,hirunews,Colombo,2023-05-27 14:17:11+00:00,ඌරන් අතරටත් වසංගතයක්,1,178509,si,73,FALSE,ඌරන් අතරටත් වසංගතයක් එයි (වීඩියෝ),,දිවයින පුරා ඌරන් අතර වසංගත රෝගී තත්ත්වයක් ව්යාප්ත වෙමින් පවතින බව ශ්රී ලංකා සත්ත්ව ප්රවාහන හා සත්ත්ව නිෂ්පාදන ගොවි සංගමය පවසනව එහි සභාපති කුලරාජ් පෙරේරා අද පැවති මාධ්ය හමුවකදී කියා සිටියේ පීආර්ආර්එස් නමැති රෝගය මෙලෙස ව්යාප්ත වන බවයිඒ අනුව බස්නාහිර පළාතේ මෙන්ම යාපනය කළුතර මාතලේ වහකෝට්ටේ ගලේවෙල ආදී ප්රදේශ රැසකින් මෙම රෝගය සහිත ඌරන් වාර්තා වී තිබෙනව මෙම රෝගය ව්යාප්ත වීමට මූලික හේතුව ලෙස ඔහු පෙන්වා දෙන්නේ ඌරුගොවිපලවල් හිමියන් විසින් අදාළ සත්ත්වයන්ට එන්නත ලබා නොදී බව පෙනහළු ආසාදන වීම තුලින් මෙම ඌරන් විජලන තත්ත්වය පත්වී අධික නියුමෝනියා තත්ත්වයෙන් මියයන බව ශ්රී ලංකා සත්ත්ව ප්රවාහන හා සත්ත්ව නිෂ්පාදන ගොවි සංගමයේ සභාපති කුලරාජ් පෙරේරා වැඩිදුර සඳහන් කළේමේ සම්බන්ධ හිරු ප්රවෘත්ති අංශය ශ්රී ලංකා පශු වෛද්ය නිලධාරින් සංගමයෙන් විමසීමක් සිදුකළ අතර එහි උසස් වෛද්යවරයෙකු කියා සිටියේ මෙම රෝගය වර්ෂයේ මෙරටින් පළමු වරට වාර්තා වූ අතර වර්තමාන තත්ත්වය සම්බන්ධ මේ වනතෙක් කිසිදු තොරතුරක වාර්තා වී නොමැති බව,"Saturday, 27 May 2023 - 19:26"
576,576,hirunews,Colombo,2023-05-27 12:56:48+00:00,බැංකුවට දාන්න දුන්න ලක්ෂ ට විද්ද සේවකයා,1,178509,si,73,FALSE,රුපියල් ලක්ෂ පනහක් සොරාගත් ආයතන සේවකයා සොයා විමර්ශන,,බැංකුගත කිරීමට ආයතනයෙන් ලබා දුන් රුපියල් ලක්ෂ පනහක් රැගෙන පලා ගිය සේවකයා සොයා අවිස්සාවේල්ල පොලිසිය විමර්ශන ආරම්භ කර තිබෙනවාආයතනයෙන් බැංකුගත කිරීමට ලබා දුන් මුදල් රැගෙන ආයතනයේ වාහනයකින් අවිස්සාවේල්ල ප්රදේශයේ බැංකුවක ඉදිරිපිට පැමිණ ඇති මෙම සේවකයා එම බැංකුව ඉදිරිපස රථගාලේ වාහනය ගාල් කර පලා ගොස් ඇති බව පොලීසිය පවසයිමුදල් රැගෙන පළාගිය සැකකරු බුත්තල ප්රදේශයේ පදිංචිකරුවෙක් බව පොලිසිය පවසන්නේ,"Saturday, 27 May 2023 - 16:06"
577,577,hirunews,Colombo,2023-05-27 11:13:28+00:00,මත්පැන් ගන්න පුලුවන් අලුත්ම තැන මෙන්න,2,178509,si,73,FALSE,“පෝට් සිටි” යට පොදු නීතිය යටතේ මත්පැන් බලපත්‍,,කොළඹ වරාය නගරයේ වෙනස් ආකාරයේ පරිපාලන ව්යුහයක පැවතිය මෙරට පොදු නීතිය යටතේ මත්පැන් බලපත්ර ලබාදීමට අවධානය යොමුව ඇති බව සුරාබදු දෙපාර්තමේන්තුව පවසනව එහි මාධ්ය ප්රකාශක සහ අතිරේක සුරාබදු කොමසාරිස් ජනරාල් කපිල කුමාරසිංහ හිරු ප්රවෘත්ති අංශය කියා සිටියේ මේ සම්බන්ධ වරාය නගරයේ ඉහළ නිලධාරීන සහ සුරාබදු දෙපාර්තමේන්තුවේ නිලධාරීන අතර සාකච්ඡාවක් පැවති බව,"Saturday, 27 May 2023 - 14:24"
